IMG_ID,AUTHOR,LAT,LON,CITY,COUNTRY
Washington_00077_933052351_c52eb39df8_1294_54699140@N00.jpg,c52eb39df8_1294_54699140@N00,38.8985,-77.0275,Washington DC,United States
Washington_00092_1444342752_743c6981e6_1161_39405636@N00.jpg,743c6981e6_1161_39405636@N00,46.783282,-121.763534,Longmire,United States
Wisconsin_00036_1174326080_46cb7b0c2b_1168_10976003@N07.jpg,46cb7b0c2b_1168_10976003@N07,43.654692,-89.821643,Wisconsin Dells,United States
Wyoming_00005_264085120_70bc6791b2_97_48947971@N00.jpg,70bc6791b2_97_48947971@N00,43.838489,-110.725708,Alta,United States
america_00003_225732316_f761e65a4e_70_70484005@N00.jpg,f761e65a4e_70_70484005@N00,41.746157,-73.932248,Fairview,United States
capri_00004_483725210_cb68b00ed5_174_40425693@N00.jpg,cb68b00ed5_174_40425693@N00,40.557373,14.266262,Naples,Italy
england_00041_251424233_428738c274_111_11114422@N00.jpg,428738c274_111_11114422@N00,51.243139,-0.359823,Dorking,United Kingdom
england_00047_273334374_b9447e5806_94_57749403@N00.jpg,b9447e5806_94_57749403@N00,53.229056,-0.547943,Lincoln,United Kingdom
england_00090_496632589_c83b7bb9e9_226_91548597@N00.jpg,c83b7bb9e9_226_91548597@N00,53.190613,-2.894822,Chester,United Kingdom
florence_00012_313147389_c46824aa79_106_90168643@N00.jpg,c46824aa79_106_90168643@N00,43.76725,11.272659,Florence,Italy
florence_00014_353015358_1e186608c3_153_37507546@N00.jpg,1e186608c3_153_37507546@N00,43.765639,11.270256,Florence,Italy
galapagos_00007_1030772840_1430e92543_1026_7132415@N03.jpg,1430e92543_1026_7132415@N03,-0.393444,-90.281352,Seymour,Ecuador
nikko_00002_313984117_ffde0f168d_117_25159586@N00.jpg,ffde0f168d_117_25159586@N00,36.753576,139.604473,Nikko,Japan
nyc_00037_195999660_2dba8fdba9_60_40829484@N00.jpg,2dba8fdba9_60_40829484@N00,40.455307,-75.300292,New York City,United States
nyc_00042_220554146_bf077ea42f_66_20871343@N00.jpg,bf077ea42f_66_20871343@N00,40.763874,-73.973243,New York City,United States
nyc_00138_1022905709_ffa667da68_1040_70323761@N00.jpg,ffa667da68_1040_70323761@N00,40.807304,-73.961393,New York City,United States
orlando_00010_295896083_bb881f9d62_110_29251780@N00.jpg,bb881f9d62_110_29251780@N00,29.188135,-81.226387,Orlando,United States
pompei_00003_876663807_361e72721c_1145_78841376@N00.jpg,361e72721c_1145_78841376@N00,40.747586,14.484207,Pompei,Italy
scotland_00043_270016034_22faac0537_95_50994135@N00.jpg,22faac0537_95_50994135@N00,56.034122,-4.983844,Dunoon,United Kingdom
scotland_00053_331995269_96230f644d_165_77235581@N00.jpg,96230f644d_165_77235581@N00,58.202872,-6.379451,Stornoway,United Kingdom
seattle_00064_443151803_90c945e87c_191_74223826@N00.jpg,90c945e87c_191_74223826@N00,47.645127,-122.336257,Seattle,United States
venice_00002_69431815_c01190b915_35_39303693@N00.jpg,c01190b915_35_39303693@N00,45.433515,12.346229,Venice,Italy
venice_00016_265350847_0252df858c_118_44972214@N00.jpg,0252df858c_118_44972214@N00,32.845269,-117.273988,Venice,Italy
venice_00026_383980273_f31c681f5d_165_35271748@N00.jpg,f31c681f5d_165_35271748@N00,45.433703,12.339298,Venice,Italy
wales_00004_130253713_3ded2d4456_56_66516604@N00.jpg,3ded2d4456_56_66516604@N00,53.121229,-3.999366,Bangor,United Kingdom
wales_00019_442821205_59d2f2ee89_168_96019796@N00.jpg,59d2f2ee89_168_96019796@N00,51.644335,-2.677059,Chepstow,United Kingdom
